-41.7280273438,149.742614746,221.46736145
-37.3703460693,143.775863647,223.781768799
-38.842716217,141.314819336,224.126968384
-36.1108436584,139.667663574,225.13973999
-37.2254600525,139.792236328,225.066818237
-38.4835624695,140.352600098,224.961395264
-39.340423584,139.63923645,224.03263855
-42.0349121094,137.984695435,222.343704224
-40.9165496826,137.204376221,222.066238403
-41.6199874878,137.531341553,221.503463745
-43.4522094727,137.714691162,219.753173828
-40.5075645447,139.352737427,218.494445801
-55.1119155884,139.933013916,210.324020386
-64.7476425171,138.216003418,208.878250122
-39.5554161072,150.597290039,186.361129761
-39.5854263306,150.482650757,186.391601562
-39.598400116,150.453399658,186.424057007
-39.6093521118,150.428710938,186.451461792
-39.6054153442,150.38973999,186.470474243
-38.7659492493,151.072128296,186.800674438
-38.5426597595,150.795761108,186.754135132
-38.3267250061,150.462509155,186.705764771
-38.0155715942,149.988525391,186.71043396
-38.0575790405,149.909378052,186.653167725
-38.2594108582,149.478988647,186.323364258
-37.7874298096,147.893066406,185.890625
-37.5357131958,147.341674805,185.665893555
-37.8846282959,147.101028442,185.584518433
-38.0767822266,146.633071899,185.587768555
-38.0727043152,146.639556885,185.587158203
-38.0583572388,146.629592896,185.520675659
-38.0778923035,146.588119507,185.452697754
-38.076259613,146.648757935,185.193664551
-38.1195716858,146.520111084,184.979614258
-38.1870002747,146.055847168,184.569564819
-37.8012809753,146.255706787,183.901046753
-37.6862487793,146.01348877,183.473632812
-37.4449386597,145.892623901,182.754821777
-37.4036827087,145.568771362,182.250640869
-35.9023780823,146.798812866,181.643585205
-36.0126686096,146.475692749,181.363815308
-36.0051574707,146.495193481,181.172485352
-36.284488678,146.154998779,180.853088379
-36.3072547913,146.03755188,180.434631348
-37.214389801,145.446853638,180.086303711
-37.8759460449,145.350189209,180.036300659
-37.7612762451,144.350082397,179.605377197
-37.3396568298,144.302612305,179.364379883
-37.338973999,144.357543945,179.186416626
-37.7036018372,144.259185791,179.07585144
-37.6815834045,143.509338379,178.968994141
-37.6887702942,142.942764282,178.850860596
-37.7621650696,142.792831421,178.813140869
-37.8655548096,142.689468384,178.76663208
-37.9930458069,142.332458496,178.622589111
-38.1388282776,141.897476196,178.477035522
-38.1346473694,141.715499878,178.072647095
-38.1455497742,141.529937744,177.741699219
-38.1845169067,141.320007324,177.429168701
-38.6270866394,140.46005249,176.519119263
-38.7209472656,139.741378784,175.766647339
-39.1766242981,139.476852417,175.007675171
-39.7540168762,139.619949341,174.278381348
-39.6741752625,139.385421753,173.773696899
-39.8831214905,138.87739563,173.189971924
-40.8711776733,138.403076172,172.853225708
-40.9022140503,138.73890686,172.522338867
-39.8831863403,137.243804932,170.180343628
-39.5436286926,137.553939819,168.835845947
-39.5219078064,137.511047363,168.671020508
-39.3505477905,137.675109863,168.381729126
-39.2511634827,137.69758606,168.027359009
-38.8728637695,137.336547852,167.438537598
-38.79504776,137.317245483,166.895828247
-39.3239784241,137.289810181,166.220993042
-39.7738075256,137.35446167,165.625045776
-39.9839706421,137.290054321,165.194442749
-39.6873130798,136.912857056,164.217193604
-39.5100708008,136.368118286,163.448822021
-39.2772407532,136.195587158,162.266998291
-39.06823349,136.066452026,161.501953125
-39.0529594421,136.42048645,160.81552124
-39.4248542786,135.982147217,159.901733398
-39.632194519,135.754425049,159.241149902
-40.0788497925,136.101165771,158.309814453
-39.999710083,135.917419434,157.700088501
-40.2057914734,136.149658203,157.281570435
-40.2982826233,136.0675354,156.936569214
-40.3090667725,135.876480103,156.573364258
-39.6349487305,133.250839233,154.369918823
-39.2532958984,132.829849243,153.229949951
-39.0863571167,132.791549683,152.760696411
-38.5317306519,132.860733032,152.107849121
-38.7670669556,132.740264893,151.838195801
-39.0334434509,132.651901245,151.129425049
-38.712184906,130.914276123,149.011276245
-38.4667739868,130.889556885,147.693771362
-38.4168815613,130.792495728,147.236968994
-38.5063400269,130.737213135,146.605667114
-38.4414596558,130.735397339,145.753662109
-38.8236732483,129.395065308,144.658187866
-38.6534843445,129.285369873,143.723403931
-38.6737823486,128.959213257,142.713638306
-38.9104309082,127.853675842,141.652313232
-39.4358253479,127.35773468,140.917205811
-39.4421882629,127.246856689,140.137771606
-39.2749938965,127.141319275,139.488891602
-39.3482513428,126.840713501,138.569869995
-39.5229721069,126.333976746,137.61227417
-39.4524497986,126.079360962,136.371322632
-39.3833045959,125.348167419,134.89402771
-39.154209137,125.741271973,133.693450928
-38.9795608521,125.466789246,132.410888672
-38.8312835693,125.197418213,131.339385986
-38.6854896545,125.309646606,130.281219482
-38.5260543823,125.083206177,129.491287231
-38.2369766235,125.318450928,128.289306641
-38.0192871094,125.398147583,127.151016235
-37.6813240051,125.671669006,125.886398315
-37.3696594238,125.668312073,124.807891846
-37.4391517639,125.445541382,124.215423584
-37.3982887268,125.252746582,122.593391418
-37.1032600403,125.171035767,120.931793213
-37.0377540588,125.293418884,119.98462677
-36.6590118408,125.091377258,118.552513123
-36.3883743286,124.584991455,117.480506897
-36.2117500305,124.336540222,116.581390381
-35.9068336487,123.723014832,114.861183167
-35.7352561951,123.373596191,113.589370728
-35.7532501221,123.503646851,112.846176147
-35.6002197266,123.282356262,112.129226685
-35.6099433899,123.045310974,111.608398438
-35.1396064758,122.053894043,109.723609924
-34.986038208,122.202964783,108.93913269
-35.0287666321,122.038368225,108.533088684
-35.1773986816,121.917739868,107.986679077
-34.9659767151,121.804298401,105.406646729
-34.8896217346,121.556770325,103.991256714
-34.6040000916,122.120025635,101.848274231
-34.6657333374,121.72278595,101.341499329
-34.2882118225,121.477928162,100.060798645
-33.6384925842,121.245765686,98.5369186401
-33.3466911316,121.366233826,96.9554901123
-32.803817749,121.510871887,95.3825073242
-32.2840766907,121.449378967,93.837638855
-31.6700363159,120.939445496,92.9153900146
-31.0161380768,120.599403381,91.1025924683
-30.8420448303,120.202316284,89.962890625
-30.9305267334,120.457855225,88.6517562866
-31.0062446594,121.133605957,86.9431991577
-31.0494194031,120.947723389,85.5824966431
-31.2328243256,121.081443787,84.4468994141
-31.1273365021,121.49647522,83.1381530762
-31.0871105194,121.369659424,81.591255188
-30.9144096375,121.213935852,80.0530700684
-30.8665828705,120.920448303,79.0462112427
-30.9760379791,120.69883728,77.5782394409
-31.0548763275,120.469085693,76.3181610107
-31.4140472412,119.928581238,75.0211868286
-31.1642932892,119.207801819,73.7790679932
-31.0975780487,119.186775208,72.0379104614
-30.9945678711,118.701545715,70.7228393555
-30.723077774,118.016403198,69.3579406738
