-210.620635986,156.827926636,113.400367737
-148.342681885,205.32244873,122.336914062
-148.644699097,203.473892212,114.697776794
-147.495391846,202.22454834,110.963752747
-145.99420166,199.915969849,106.692092896
-144.02381897,199.297607422,101.545875549
-143.088973999,196.942810059,96.0754394531
-141.004257202,193.06678772,91.2865142822
-140.425048828,190.736709595,87.2369384766
-139.00718689,187.901107788,83.4299545288
-137.518753052,184.261016846,79.7085952759
-136.631454468,179.861129761,76.773727417
-135.727813721,175.309768677,74.4601593018
-134.11491394,171.486068726,73.0784988403
-133.208465576,169.206634521,72.2126617432
-131.824310303,167.239883423,70.785949707
-131.281585693,165.382156372,70.1588973999
-130.800262451,164.209945679,69.8304290771
-130.243270874,163.188079834,69.5062179565
-129.867706299,161.641921997,69.1739730835
-129.592224121,160.324630737,68.79712677
-129.413131714,157.838058472,67.4542312622
-129.327774048,157.042877197,66.9359664917
-129.437713623,155.649734497,66.1758346558
-129.858886719,154.912567139,65.6708831787
-130.141494751,154.131652832,65.30128479
-130.691879272,153.304901123,65.0285263062
-130.993301392,152.501571655,64.6605911255
-131.462432861,152.12689209,64.2994537354
-131.566558838,151.572463989,64.0757980347
-131.997085571,150.93800354,63.7448196411
-132.35118103,150.61730957,63.5444526672
-132.797393799,150.5234375,63.312538147
-133.172729492,150.406555176,63.1137008667
-133.378128052,150.160415649,63.0392799377
-133.559860229,150.000854492,63.0080223083
-133.782897949,149.836196899,63.0199546814
-134.402801514,149.950027466,62.8218078613
-134.503509521,149.961624146,62.7967948914
-134.801605225,149.933639526,62.7991828918
-135.344390869,149.798614502,62.7873306274
-135.929870605,149.772384644,62.7647514343
-136.490966797,149.850341797,62.7654762268
-137.064804077,150.04598999,62.669128418
-137.064590454,150.084365845,62.738571167
-137.332290649,150.248245239,62.7955131531
-139.373733521,152.369827271,63.3183174133
-139.815719604,153.081878662,63.4999542236
-140.145401001,153.970169067,63.8224411011
-140.394927979,154.370758057,64.4326629639
-141.208496094,155.805877686,65.2074966431
-142.699569702,157.971328735,66.1076812744
-142.957443237,158.38269043,66.2430114746
-145.357696533,161.987976074,67.1103057861
-146.204650879,162.752609253,67.3530960083
-148.02885437,164.124206543,67.3033218384
-149.946075439,165.073165894,67.43334198
-151.591552734,165.746292114,67.552734375
-152.981414795,166.149169922,67.7788467407
-154.475570679,166.193984985,67.6364135742
-156.294296265,165.998535156,67.4551391602
-156.515090942,165.910003662,67.4148635864
-158.046432495,165.551208496,67.0179367065
-159.059661865,165.365402222,66.1811676025
-159.811401367,164.913024902,65.5566635132
-160.138412476,164.281890869,65.0887985229
-160.862487793,163.469421387,64.444152832
-161.458175659,162.449249268,63.9674911499
-162.14163208,161.354248047,63.5391197205
-162.960235596,160.329864502,63.1417312622
-163.620651245,159.433166504,62.8838768005
-164.382217407,158.554000854,62.5012588501
-165.927215576,157.538543701,62.0548667908
-167.118682861,156.598312378,61.5908660889
-168.054412842,155.819122314,61.223033905
-169.351303101,154.727203369,60.8376808167
-170.71546936,153.466369629,60.20728302
-172.131408691,152.105773926,59.5447120667
-173.151702881,151.150817871,59.1580619812
-171.782669067,149.058029175,58.026802063
-172.738861084,148.089096069,57.270526886
-174.26914978,146.131011963,56.2137145996
-175.466064453,144.436035156,55.4267959595
-175.410476685,144.125335693,55.2114143372
-175.34022522,144.013748169,55.1251678467
-176.450286865,143.295501709,53.9130554199
-176.880874634,142.962081909,53.3988037109
-178.064559937,142.361999512,52.5566101074
-179.095306396,141.873443604,51.8606948853
-90.1341094971,149.837646484,64.4796829224
-90.0733337402,150.141571045,63.8414573669
-90.6345291138,150.259017944,62.9499092102
-92.8164825439,150.168304443,61.5223808289
-95.5424957275,150.069992065,59.8822898865
-100.699928284,148.368331909,58.6275634766
-101.755836487,147.813354492,58.5276298523
-106.500282288,146.621017456,57.7174835205
-107.376930237,146.447235107,57.4872169495
-110.613739014,145.649230957,56.4301071167
-112.387649536,145.216003418,55.9971389771
-113.218444824,144.939346313,55.7525138855
-115.048973083,143.893676758,55.1141242981
-116.335021973,142.870834351,54.37550354
-118.069198608,141.568069458,53.7775917053
-118.981269836,141.36328125,53.6729125977
-119.467658997,141.433700562,53.9465065002
-121.65839386,141.831192017,54.6767272949
-122.567886353,141.86781311,55.0592155457
-123.625793457,141.845077515,55.2521934509
-126.781684875,141.568496704,55.7861557007
-128.01574707,141.595153809,55.8453483582
